23,10,97,2,14,76
39,13,52,63,27,32
65,11,95,30,7,78
14,58,93,27,57,86
15,56,70,14,81,89
13,67,16,57,84,61
35,42,55,45,83,74
30,68,25,11,76,64
68,99,43,82,82,89
88,61,29,55,95,55
47,71,38,39,37,47
40,48,77,73,8,28
5,13,81,74,46,34
3,65,39,45,62,98
34,51,20,65,63,9
78,64,15,91,94,6
14,44,17,2,79,82
78,11,22,81,59,92
78,32,76,9,67,17
32,6,42,68,85,4
69,30,81,55,60,22
51,65,96,49,41,48
22,77,25,15,11,78
13,66,31,16,44,76
85,76,36,67,99,54
18,49,96,39,98,25
93,35,76,69,2,18
36,91,14,22,60,89
67,6,4,70,77,28
49,92,24,93,50,57
26,56,36,87,56,95
4,55,33,40,54,43
71,90,41,36,67,20
82,41,6,87,50,94
15,90,9,4,91,86
93,68,12,43,69,67
88,81,71,8,6,2
18,1,40,88,95,77
1,27,92,49,60,37
54,65,65,74,32,3
97,19,20,7,94,81
84,58,35,79,86,97
1,92,30,82,47,78
93,18,2,29,7,39
37,41,78,31,62,63
26,94,37,68,96,34
59,91,23,34,65,39
55,33,70,39,76,27
80,49,71,85,94,19
43,47,20,35,38,39
43,37,37,37,68,69
8,94,31,82,88,41
64,19,52,50,3,60
49,95,71,33,64,69
57,75,69,68,22,91
34,50,4,77,15,90
80,21,75,65,92,9
93,26,69,48,25,10
44,4,72,20,49,64
49,81,9,40,98,39
13,67,34,54,43,94
35,58,46,97,79,85
54,14,22,28,72,80
53,90,61,9,11,61
47,78,13,17,14,92
71,79,5,3,47,81
74,56,91,93,24,92
52,35,97,85,13,62
94,58,29,98,27,88
44,1,83,86,32,76
67,22,7,9,83,22
36,69,60,37,16,21
33,96,29,84,76,96
77,78,83,2,18,11
52,56,55,1,32,11
54,80,89,75,7,91
68,82,63,52,68,39
89,71,17,81,91,47
18,33,44,92,22,41
34,29,50,94,31,41
28,9,47,64,62,52
63,21,77,14,79,21
56,92,45,30,92,65
52,65,59,72,14,68
17,63,39,68,79,21
12,78,89,88,19,97
13,16,55,16,80,1
25,3,49,60,32,48
63,66,85,62,81,32
76,60,26,68,41,35
39,5,15,92,10,39
84,35,73,48,34,32
33,82,54,83,32,19
48,18,55,97,13,76
18,99,57,7,31,43
83,12,95,36,2,77
55,45,67,42,25,66
79,85,82,33,95,1
8,92,89,96,74,97
63,52,2,66,83,11
31,32,7,25,32,91
42,4,18,41,63,64
35,84,70,2,3,54
55,41,88,85,7,18
60,93,70,99,7,80
35,19,48,18,41,7
38,91,49,22,47,58
91,59,30,89,56,29
98,44,18,63,19,57
16,47,82,27,32,7
67,81,74,84,14,75
67,40,86,23,1,23
19,82,34,64,21,32
17,43,70,95,92,15
86,34,78,7,40,3
30,41,5,79,14,30
33,96,21,29,56,73
74,62,99,94,16,6
99,34,25,15,79,98
84,69,61,26,42,16
34,38,1,26,82,83
80,76,64,64,1,23
47,22,83,96,12,55
34,37,37,96,70,51
36,8,8,86,76,58
8,67,78,60,17,60
40,17,72,57,2,50
20,37,2,47,33,48
69,53,72,12,79,5
98,9,12,85,45,29
70,13,78,38,30,18
75,92,55,70,52,25
74,32,7,15,27,19
48,45,14,89,33,53
36,79,77,87,6,10
47,21,14,11,4,30
23,4,50,77,55,54
94,59,86,16,47,35
95,2,4,23,31,13
1,61,31,62,84,60
82,15,23,86,45,43
97,76,53,46,69,9
79,79,40,43,80,73
43,99,42,61,14,71
56,11,37,54,68,82
76,53,10,81,38,6
46,8,96,92,71,21
54,17,34,70,23,69
31,69,48,96,78,97
13,14,71,14,92,62
62,29,27,22,24,54
85,82,53,56,81,21
14,2,57,11,91,33
92,59,33,46,53,35
20,42,80,66,38,82
44,47,81,66,13,60
18,2,82,96,92,53
72,8,68,3,82,22
17,64,41,41,31,9
89,85,76,35,72,84
85,74,14,99,73,46
15,34,57,49,73,90
85,88,50,65,47,99
80,66,70,1,94,50
64,3,68,70,93,2
55,88,48,44,3,48
86,4,91,89,30,24
8,41,76,9,21,67
85,24,45,43,66,78
55,27,29,20,24,85
3,83,28,44,71,36
2,25,26,92,29,57
17,76,91,21,44,49
74,63,99,98,84,8
22,38,87,89,78,63
99,73,18,63,72,94
36,92,93,10,91,72
43,43,8,95,65,13
72,41,62,82,41,92
78,60,83,6,51,69
42,23,70,77,94,34
7,1,95,6,38,61
45,79,54,11,10,17
36,3,64,55,42,45
65,92,99,76,13,92
18,51,4,27,50,77
62,78,59,64,64,90
35,87,2,96,18,85
49,5,20,85,15,63
37,17,73,52,4,74
54,84,26,23,2,43
84,29,5,59,50,86
33,31,88,87,93,3
23,30,42,61,23,45
72,14,78,96,1,7
98,24,78,24,33,45
33,98,85,4,34,78
10,94,40,32,66,39
24,36,31,52,37,64
69,45,31,95,47,34
33,52,88,34,18,42
70,20,74,36,50,24
55,99,65,89,95,27
81,35,93,55,83,53
42,93,13,30,30,62
83,57,49,42,86,44
97,53,31,98,1,74
28,84,89,35,88,79
95,96,96,21,20,85
19,83,12,71,27,10
40,45,96,47,93,66
77,56,22,39,23,34
79,55,24,53,59,9
2,34,66,98,60,69
67,69,56,56,90,54
6,37,10,14,2,9
46,37,13,81,31,36
13,8,70,46,84,40
27,62,29,29,53,14
31,50,20,37,66,34
94,83,63,26,5,91
11,45,67,66,64,62
38,60,93,76,70,92
27,9,26,56,71,35
48,26,5,48,37,64
12,65,49,52,79,34
82,42,1,45,38,38
75,56,65,95,65,17
4,98,65,36,36,90
90,97,68,26,58,63
97,99,89,60,16,59
10,96,92,46,22,17
36,80,99,94,55,74
71,40,49,80,39,64
44,94,22,31,42,29
53,14,18,12,22,33
94,6,24,2,24,62
88,87,1,89,18,99
53,73,42,3,84,83
18,49,36,80,21,17
60,94,25,84,18,2
9,46,45,92,35,8
49,26,65,82,42,27
20,4,89,57,5,1
86,31,64,94,55,56
76,90,92,45,61,56
70,15,53,27,74,74
51,57,73,91,9,65
66,81,67,28,63,76
82,51,64,34,63,4
55,77,59,7,21,26
91,41,54,72,68,42
63,9,65,69,24,30
80,22,40,29,35,10
62,51,54,13,35,13
64,91,94,20,94,15
18,72,35,53,20,50
31,92,72,37,85,98
68,17,25,38,59,6
79,8,71,93,77,52
23,55,6,54,86,79
84,76,58,50,38,72
7,64,26,21,83,80
25,90,30,66,2,6
4,84,66,59,14,40
23,82,77,87,98,88
47,41,6,79,42,36
65,56,90,34,36,19
50,51,18,82,97,12
29,86,87,14,17,12
22,5,11,58,67,93
52,48,67,95,28,68
35,35,34,49,49,29
37,67,90,73,71,3
52,56,71,44,47,27
12,20,9,7,23,5
96,51,25,80,2,82
52,22,20,9,25,80
39,82,58,94,98,69
72,15,36,13,92,44
85,8,64,66,10,2
15,32,14,65,42,75
65,50,25,82,47,20
40,73,18,22,19,10
78,79,34,59,18,75
5,59,91,60,13,66
8,31,39,1,29,37
15,24,21,37,71,68
11,51,83,43,97,25
10,47,4,78,77,46
67,44,62,23,22,1
98,77,85,67,97,19
51,57,1,99,31,81
2,71,72,53,29,53
58,71,9,98,87,22
23,60,17,60,62,48
56,38,59,35,37,64
96,20,4,99,47,83
68,58,32,10,86,88
64,42,62,54,32,23
96,8,86,58,80,81
47,5,58,37,99,94
59,11,28,30,80,35
44,79,50,91,61,30
39,20,74,61,80,43
53,39,95,47,52,70
65,68,57,31,25,32
37,57,27,56,42,30
83,1,46,1,59,99
89,44,87,20,28,6
58,47,57,7,36,50
7,35,5,55,50,60
49,43,10,6,61,59
2,17,88,83,86,58
62,91,4,63,65,76
85,78,48,41,15,10
86,41,64,76,74,12
1,36,48,92,65,40
80,27,25,41,64,12
89,55,14,70,61,51
88,61,14,43,82,52
23,14,53,17,26,99
84,42,50,86,40,5
91,25,12,66,65,91
82,25,29,68,66,16
89,80,42,32,75,16
31,52,38,82,92,92
16,65,16,35,64,89
42,15,41,90,62,72
46,37,9,2,97,4
22,10,37,25,13,3
68,60,23,32,92,57
42,79,28,40,7,19
58,32,31,69,67,2
13,94,89,50,95,49
34,76,69,41,8,52
69,56,57,26,35,24
41,97,39,75,36,89
26,30,95,72,56,31
94,43,25,80,42,49
60,4,3,65,86,27
14,20,99,13,58,74
25,84,37,77,59,98
42,29,42,51,30,98
92,16,84,8,78,42
93,87,66,98,94,15
2,97,4,99,90,51
58,47,40,10,74,7
94,20,57,79,77,54
92,25,66,24,69,12
21,57,95,41,86,28
67,80,76,72,95,55
95,2,40,31,25,29
64,9,71,40,93,42
3,53,18,9,93,60
89,91,42,37,74,9
97,96,83,20,43,3
28,53,57,13,67,27
39,17,58,88,73,29
25,79,36,38,46,55
4,57,58,17,74,68
30,97,19,27,57,25
2,28,43,42,93,37
91,28,77,57,20,37
61,40,5,26,92,58
6,35,37,65,65,78
20,80,80,28,31,98
88,89,76,76,31,81
98,73,83,24,11,6
31,82,63,90,51,83
14,15,53,66,27,5
42,75,97,68,4,69
68,94,80,53,51,33
84,61,58,63,15,85
27,51,49,87,50,71
42,24,52,8,44,70
34,34,24,32,14,28
66,13,44,90,88,99
15,81,34,63,25,18
38,98,84,38,85,50
85,34,62,51,40,48
37,13,8,6,60,82
89,47,9,49,38,75
95,78,62,77,36,38
10,35,93,79,21,65
47,31,47,43,78,82
31,91,14,26,97,54
67,1,21,56,40,87
80,91,10,72,96,57
31,76,98,30,39,67
59,98,10,65,30,30
50,5,90,22,66,88
14,63,20,7,59,75
58,75,97,45,37,1
92,20,72,43,42,84
37,45,92,99,17,6
93,49,38,33,35,7
11,33,87,21,54,88
84,59,3,71,70,31
62,27,12,24,8,56
63,34,82,91,96,93
88,16,66,18,26,54
80,15,83,55,6,45
69,23,31,77,8,21
39,61,81,85,39,17
60,41,49,66,20,79
42,46,16,28,54,86
23,26,63,4,49,40
90,21,2,93,37,69
45,9,47,58,95,70
34,61,56,94,84,65
20,20,63,70,57,53
37,99,61,57,19,59
30,49,9,78,72,24
11,88,1,60,9,70
27,56,63,13,60,3
26,33,86,84,4,13
5,26,40,87,52,84
93,94,50,68,93,47
64,53,91,68,62,33
58,30,9,81,51,67
37,92,8,86,13,5
57,26,10,10,60,80
47,48,32,19,93,60
60,29,89,59,41,96
15,36,66,74,92,24
2,38,24,73,26,46
21,70,98,10,75,34
43,15,18,68,15,37
65,87,46,26,12,21
68,11,60,95,38,34
68,93,22,30,23,6
96,48,32,8,96,57
15,99,47,7,13,38
36,77,4,44,72,33
90,56,66,59,56,50
45,43,69,73,77,60
26,2,48,68,50,75
11,79,50,84,18,90
58,88,84,34,41,88
93,7,98,66,75,51
79,20,76,23,32,60
43,88,25,40,7,83
22,98,24,20,95,68
69,41,6,36,40,75
92,54,20,16,43,4
19,56,58,17,57,30
37,49,34,81,91,86
22,93,33,84,6,80
48,89,41,17,84,32
81,86,6,81,63,48
19,56,91,98,35,59
76,5,46,19,56,80
96,59,65,88,59,60
8,28,59,5,53,75
85,31,45,42,91,71
27,1,85,15,65,7
27,23,75,75,72,61
80,62,31,72,30,78
3,79,42,84,82,73
21,94,91,5,39,65
46,39,87,69,51,54
43,55,53,46,89,56
83,19,69,25,87,80
32,22,61,9,59,57
61,66,64,57,41,4
38,48,67,7,81,66
64,40,19,17,42,59
37,25,19,86,46,32
61,57,81,95,58,28
69,23,9,99,74,5
79,79,16,37,4,6
63,44,18,73,92,26
81,57,68,63,84,68
75,87,33,17,1,12
95,61,11,31,90,37
43,49,89,57,68,64
85,65,84,11,31,24
59,41,43,68,25,85
4,32,13,48,31,63
45,90,43,13,81,28
45,6,17,14,32,32
34,25,1,61,98,49
22,72,61,8,88,88
33,15,78,41,63,3
59,36,16,72,34,57
91,66,67,78,50,30
3,26,53,6,53,80
86,16,18,92,14,52
46,50,76,93,69,5
84,92,17,39,73,12
59,90,42,11,55,85
90,90,64,20,97,31
35,87,25,49,33,93
81,2,52,92,26,1
45,68,16,68,13,74
95,75,17,5,11,64
8,26,31,25,91,89
31,39,80,40,81,28
58,14,58,82,80,43
40,11,49,14,64,76
74,2,25,1,36,1
69,45,98,98,59,62
51,79,47,29,59,43
20,86,81,41,80,21
70,27,51,74,63,42
59,55,62,51,63,34
91,74,6,95,18,91
51,96,15,62,39,42
32,34,29,98,5,80
99,45,75,93,21,1
43,32,98,36,11,14
58,21,4,12,81,76
45,92,79,19,18,88
8,88,48,49,26,25
63,78,37,87,43,66
27,62,16,40,98,18
65,25,76,35,86,96
82,33,61,9,91,72
95,24,85,5,1,89
98,1,89,73,43,75
33,15,47,2,42,35
64,82,64,76,34,9
21,74,15,53,8,99
65,56,64,52,79,32
37,9,22,57,87,49
96,1,44,62,92,28
56,92,56,19,72,79
55,81,82,33,99,79
44,78,69,38,65,52
20,2,78,40,94,33
94,12,10,31,60,78
76,57,79,94,38,12
48,4,89,88,2,4
8,27,89,88,85,46
17,45,91,78,66,70
67,46,16,89,1,79
27,46,22,1,83,44
61,51,46,26,21,45
22,69,79,17,22,62
77,40,18,52,48,77
13,22,49,69,2,62
71,36,44,79,81,25
8,2,86,99,5,52
60,99,91,2,97,10
12,28,96,30,96,72
28,97,3,75,60,77
36,64,15,67,92,86
19,77,44,58,50,85
67,54,35,72,28,38
3,88,56,64,35,85
83,81,29,48,31,30
66,8,78,71,63,27
52,93,52,94,32,12
41,74,83,77,24,85
9,20,59,12,63,5
97,45,51,39,50,90
57,93,96,36,64,12
5,57,39,22,49,60
3,78,28,2,70,82
71,76,18,54,25,22
83,90,61,68,55,60
20,77,83,99,92,90
88,44,22,30,53,70
39,81,40,79,19,45
21,21,34,90,95,28
84,76,30,57,79,18
98,71,27,87,62,12
89,86,29,9,44,64
27,91,27,48,8,72
87,73,74,99,97,30
51,2,11,77,93,6
45,39,63,81,14,94
42,66,27,5,26,23
24,19,70,94,23,35
42,76,87,14,4,10
3,45,21,66,22,53
93,22,16,85,65,62
79,39,4,33,85,81
70,40,2,92,99,24
81,90,8,2,70,25
32,66,97,2,40,33
37,61,9,45,50,20
21,10,42,20,4,90
58,94,13,45,53,4
70,66,33,6,97,56
96,34,12,93,78,67
50,68,64,28,49,67
48,27,32,54,92,37
69,19,75,98,42,70
31,95,65,16,93,86
93,90,49,43,98,24
27,28,11,79,26,3
21,37,48,79,19,69
16,5,98,87,60,19
97,27,57,72,58,65
78,59,23,15,14,59
19,17,3,99,97,1
7,29,54,94,56,57
7,24,87,93,93,27
79,77,93,95,85,45
11,2,67,23,59,98
25,6,48,43,81,26
14,86,62,67,18,15
90,34,37,94,40,18
28,26,49,11,42,71
37,29,26,19,11,96
71,91,82,74,20,92
4,75,91,11,86,80
65,57,67,77,90,73
83,92,44,93,87,2
34,19,33,13,14,31
20,38,1,79,25,39
56,6,83,46,92,15
46,50,73,15,13,32
35,77,52,10,48,18
35,63,84,96,74,14
16,39,62,3,90,38
44,81,66,95,20,1
62,90,82,36,47,28
2,63,61,11,35,59
61,66,51,39,75,64
38,55,15,61,62,68
4,68,59,11,60,85
47,71,90,14,61,13
11,17,14,27,89,93
69,93,84,86,5,46
63,97,70,92,22,29
55,18,12,64,99,28
76,95,53,75,31,14
8,27,76,96,50,3
82,93,87,37,74,13
42,83,32,57,91,13
29,11,17,98,9,71
89,24,11,61,26,98
50,42,24,9,31,52
73,15,29,43,61,45
36,14,80,71,72,33
53,18,72,29,91,95
48,77,35,54,74,2
45,30,94,36,5,13
68,59,32,43,11,85
25,22,26,21,55,39
81,56,7,21,2,57
57,69,20,66,82,77
4,84,74,66,50,38
92,33,4,58,46,16
53,92,84,24,70,21
3,53,31,81,81,48
71,66,67,33,38,55
65,51,30,71,88,40
45,96,5,96,19,4
11,43,37,37,40,19
17,53,95,39,75,11
61,97,80,78,39,13
74,90,81,26,4,18
22,3,53,67,74,9
18,16,60,93,85,80
10,37,76,32,86,65
70,58,91,29,85,30
46,50,11,89,66,34
95,46,80,19,84,46
28,19,3,70,56,87
75,13,71,22,46,94
99,31,45,25,95,33
93,85,64,39,17,30
16,76,58,90,12,37
76,98,12,14,53,28
85,70,94,40,78,91
73,3,22,83,53,98
55,70,49,24,70,81
60,49,37,70,60,22
56,88,45,44,95,31
69,91,79,42,39,19
38,71,26,99,30,24
77,65,24,53,45,93
52,3,50,25,13,86
45,2,17,1,4,75
76,6,28,79,6,43
12,90,54,36,4,42
50,20,34,31,10,29
20,48,49,2,97,72
65,73,63,49,24,13
99,52,83,24,25,74
47,58,60,18,32,60
91,71,23,91,68,27
62,88,41,98,41,28
21,15,51,54,95,93
80,56,67,73,3,41
42,10,77,22,68,93
39,45,9,30,66,93
27,44,20,77,43,2
83,17,93,89,10,39
53,61,63,71,99,44
66,18,88,74,22,45
28,69,75,66,97,26
13,30,27,52,61,13
20,52,63,42,44,64
3,73,29,81,47,11
98,70,88,71,35,43
54,78,93,84,62,44
70,78,36,14,29,75
54,32,88,80,33,77
30,27,38,35,19,28
21,27,75,47,12,65
72,98,86,72,6,28
37,28,8,62,39,49
56,49,54,70,49,30
80,99,80,14,24,47
16,28,81,51,47,61
36,90,40,12,1,55
3,94,18,73,58,69
66,62,42,63,16,63
12,53,77,39,48,60
12,26,84,28,21,7
36,29,73,6,48,54
59,26,58,50,91,36
95,74,39,29,18,23
65,1,44,84,78,72
44,65,45,60,28,55
53,9,90,26,44,59
25,21,73,59,17,54
71,43,11,62,50,24
22,22,26,30,89,1
60,60,8,81,12,74
15,85,91,61,74,54
64,76,84,76,82,91
55,3,57,60,6,85
13,46,83,24,76,33
55,57,24,86,14,50
53,31,33,49,92,45
23,3,45,10,79,69
98,50,8,59,17,8
49,57,44,32,70,4
15,28,3,53,85,75
70,3,45,95,48,58
45,78,14,28,66,36
20,57,34,94,75,85
23,81,5,16,90,29
15,88,17,51,68,89
33,7,41,67,11,9
36,92,57,28,93,76
68,27,74,96,33,72
13,73,92,36,62,13
50,83,92,98,68,22
79,56,48,92,46,32
97,91,66,80,70,18
35,26,56,99,80,19
57,66,49,38,38,67
63,91,70,72,76,10
74,21,82,1,82,88
32,91,38,48,36,71
91,67,93,60,47,47
99,45,99,16,95,57
97,73,15,67,24,75
23,67,76,71,97,44
57,17,88,42,48,69
87,34,22,52,11,64
15,78,28,38,26,26
16,68,98,81,64,80
65,89,48,28,51,6
17,39,18,7,89,61
36,59,96,46,42,44
77,60,27,16,23,72
14,10,67,34,18,95
52,64,63,54,36,22
29,89,47,78,31,41
84,47,84,79,30,58
55,72,87,42,21,90
91,18,98,64,93,60
72,7,40,37,83,71
12,55,69,24,24,17
7,41,10,11,70,63
2,89,66,45,22,10
94,48,52,99,36,89
73,69,19,3,77,62
52,34,18,8,29,38
63,67,20,18,74,9
50,22,60,19,13,52
55,15,7,75,72,54
82,3,47,59,15,29
47,9,74,71,27,39
57,77,47,8,21,79
99,36,39,98,61,36
36,14,70,83,17,32
7,70,95,85,9,29
39,91,18,93,8,89
38,82,66,5,20,62
82,65,80,35,7,24
63,73,61,48,74,19
41,67,28,55,26,48
61,59,19,62,68,72
17,52,94,53,30,59
97,97,89,7,20,98
66,52,61,59,83,44
88,38,3,21,23,37
24,67,55,88,73,11
58,31,81,72,6,29
92,39,77,55,46,47
79,3,97,86,82,17
36,97,53,35,85,35
71,54,59,61,70,13
66,98,23,38,84,95
87,36,82,11,84,77
34,67,55,50,34,87
74,96,39,49,86,30
59,30,45,68,57,31
36,56,58,55,15,9
76,11,39,55,77,63
80,80,48,4,11,80
62,57,92,79,66,1
76,83,49,91,29,59
28,55,48,52,28,39
99,64,44,17,57,78
41,44,19,32,50,10
57,10,52,41,85,53
61,75,95,89,99,78
49,68,92,77,12,4
68,24,94,1,93,26
66,50,51,7,21,42
56,17,99,56,67,59
69,18,6,56,73,86
67,8,4,64,52,16
53,66,82,77,90,28
96,84,70,15,46,92
1,60,46,58,73,92
84,54,5,53,10,83
56,98,77,93,89,40
32,79,31,11,73,94
64,27,1,39,57,60
19,10,36,10,44,16
59,21,40,71,92,23
51,70,42,13,97,55
78,20,36,88,91,44
3,13,40,37,67,80
92,22,51,32,87,43
77,54,86,28,60,92
